clue,exp,len
"15 TONIC Drink tea loudly, almost chilled (5)"," A charade of T, sounding like (‘loudly’) ‘tea’ plus ON IC[e] (‘chilled’) without its last letter (‘almost’). ",110
16 MAYFLOWER Ship could move like water? I’m not sure (9), A charade of MAY (‘could’) plus FLOW (‘move like water’) plus ER (‘I’m not sure’). ,84
18 UNCOUPLED Divided international organisation was first to accept regime change (9), Ao envelope (‘to accept’) of COUP (‘regime change’) in UN (‘international organisation’) plus LED (‘was first’). ,114
21 TUNIS Withdrawn eccentric lives in capital (5)," A charade of TUN, a reversal (‘withdrawn’) of NUT (‘eccentric’, noun) plus IS (‘lives). ",89
"22 ALIMENTARY CANAL Unknown vessel in Malta, a liner at sea giving passage for fare (10,5)"," An envelope (‘in’) of Y (‘unknown’) plus CAN (‘vessel’) in ALIMENTARAL, an anagram (‘at sea’) of ‘Malta a liner’, with a cyptic definition. ",141
23 INSIDES Like team players getting part of 22 (7)," IN SIDES (‘like team player’), for the somewhat euphemistic term for bowels. ",78
24 MUSETTE Bagpipe not heard around radio? (7), An envelope (‘around’) of SET (‘radio’) in MUTE (‘not heard’) Down ,68
1 EMPIRIC Investigator probes organised crime using experience (7)," An envelope (‘probes’) of PI (private ‘investigator’) in EMRIC, an anagram (‘organised’) of ‘crime’. ",102
"2 BARGAINING CHIPS What negotiator wants, making profit in pub food (10,5)", An envelope (‘in’) of GAINING (‘making profit’) in BAR (‘pub’) plus CHIPS (‘food’). ,85
3 SCHEMATIC Formal version of catechism (9), An anagram (‘version’) of ‘catechism’. ,40
"4 YONKS After climbing, broadcaster screens running for ages (5)"," An envelope (‘screens’) of ON (‘running’) in YKS, a reversal (‘after climbing’ in a down light) of SKY (‘broadcaster’). ",121
5 PAGEANTRY Go after drug taken in polytheistic ceremony (9), An envelope (‘taken in’) of E (setters’ favourite ‘drug’) in PAGAN (‘polytheistic’) plus TRY (‘go’). ,102
6 RENAL Dealing with filtration mechanism that’s right way round (5)," A charade of R (‘right’) plus ENAL, a reversal (’round’) of LANE (‘way’). 7 WASTE NOT WANT NOT Dripping sweat, town worker raised many pounds in promotion of economy (5,3,4,3) A charade of WASTENOTW, an anagram (‘dripping’) of ‘sweat town’ plus ANT (‘worker’) plus NOT, a reversal (‘raised’ in a down light) of TON (‘many pounds’). ",333
8 GASTRIC Recipe to stop jaw spasm affecting part of 22 (7), An envelope (‘to stop’) of R (‘recipe’) in GAS (‘jaw’ “jaw-jaw is better than war-war”) plus TIC (‘spasm’). ,109
13 IMMOLATES Makes an offering of current M&S clothing to male models (9)," An envelope (‘clothing’) of MOLATE, an anagram (‘models’) of ‘to male’ in I (‘current’, symbol in physics) plus M S. ",118
14 SOLSTICES Drunkard scoffs extremely luscious desserts in biannual events (9), An envelope (‘scoffs’) of LS (‘extreelyLusciouS‘) in SOT (‘drunkard’) plus ICES (‘desserts’). ,95
"15 TSUNAMI Outside of Tours, a friend there gives a wave (7)", A charade of TS (‘outside ofTourS‘) plus UN AMI (‘a friend’ in Tours). ,72
17 RESOLVE Decide to do what you’re doing again (7), RE-SOLVE (‘do what you are doing again’). ,43
19 UPEND Winning back position the other way (5), A charade of UP (‘winning’) plus END (‘back’). ,48
"5 TREASURE ISLAND Novel prize I malign without hesitation (8,6)", TREASURE (prize) I SLANDer (malign) missing ER (hesitation) ,61
9 IRRIGATE Cook in boiling water (8), RIG (cook) in IRATE (boiling) ,31
10 TILLER One directs packet to central Somerset (6), TILL (to) somERset (centre of) – a handle for the rudder on a boat (packet) ,77
12 SCINTILLA A bit hurt during wild antics (9), ILL (hurt) inside ANTICS* anagram=wild ,40
13 IDYLL Some fully discussed retrospective poem (5), found inside (some of) fuLLY DIscussed reversed (retrospective) ,65
14 PAIR Match beginning in party atmosphere (4), Party (beginning letter of) and AIR (atmosphere) ,50
16 PROSAIC Dull experts reflecting intelligence (7), PROS (experts) then CIA (intelligence agency) reversed (reflecting) ,69
"19 CAFE BAR Bachelor in panic, going on about where to drink (4,3)"," B (bachelor) in FEAR (panic) following (going on) CA (circa, about) ",69
21 MYTH Fairy story writer’s wanting first and last to teach (4)," MY (the writer’s) with (wanting) TeacH (first and last to, letters of) ",72
24 OVERT Public old green in Provence (5)," O (old) VERT (green, French, in Provence) ",43
25 PERTINENT Appropriate training drained Robert in medical department (9)," PE (physical exercise, training) RoberT (drained, no middle) IN ENT (Ear, Nose and Throat, hospital department) ",113
27 LISBON City’s the centrepiece for A-list bigwig on the comeback (6)," a-LISt (the centrepiece for,middle of) then NOB (bigwig) reversed (on the comeback) ",85
28 IMBECILE Stupid one putting insects back among decoration (8)," I (one) then LICE (insects) reversed (back) inside MBE (Member of the Most Excellent Order of the British Empire, a decoration) 29, ",133
"30 DANISH PASTRIES Bakery produce Prince, extremely adventurous, samples with tongue (6,8)"," P (prince) AdventurouS )extremes of) TRIES (samples) following (with) DANISH (a language, tongue) Down ",104
"1 THIRST Desire short-sleeved top, when moving south (6)", T-SHIRT (short sleeved top) with S (south) moved ,50
2 EARWIG Bug creating rage around female group (6)," RAGE* anagram=creating contains WI (Women’s Institute, female goup) ",69
3 SIGHT Sense this rising will stifle government (5), THIS reversed (rising) contains (will stifle) G (government) ,62
"4 RATTLER Beyond river, one struggles to behead snake (7)"," R (river) then bATTLER (one who struggles) beheaded (no first letter) 6 SPIT IT OUT Speak now to vacant upstart after one refuse area’s overturned (4,2,3) TO UpstarT (vacant, no middle letters) following I (one) TIPS (refuse areas) all reversed (overturned) ",259
7 ALLEYCAT Everyone joined Tracey right away handling stray animal (8), ALL (everyone) with (joined) TrACEY* anagram=handling missing R=right ,71
8 DERELICT Neglected food shop keeps on casual types primarily (8)," DELI (food shop) contains RE (regarding, on) then Casual Types (primarily, first letters of) ",94
"11 CARP Given fish, have a bone to pick (4)", dpuble definition ,19
15 ALBATROSS High-flyer’s under-par performance? (9), double definition – a three-under-par hole in golf ,52
"17 SCHOOLED Did train drive away, guided around cape (8)", SHOO (drive away) LED (guided) containing (around) C (cape) ,61
18 AFTERSUN A Parisian attracted by sweet cream (8)," UN (a, Parisian, in French) following (attracted by) AFTERS (sweet) ",69
20 RIPE Seasoned beef not the starter (4), gRIPE (beef) missing starter ,30
21 MARIMBA One makes music graduates entertain outer circle (7), MA and BA (graduates) contain (entertain) RIM (outer circle) ,62
22 GEMINI Modern artist seen among private stars (6)," Tracy EMIN (modern artist) inside (seen among) GI (private, soldier) ",70
23 STRESS Force opening of safety lock (6)," Safety (opening letter of) TRESS (lock, hair) ",47
1 Local’s more lively when fisher’s line becomes tense (7), PEARTER PEARlER (fisher; Line changed to Tense) ,49
7 Dent top of beech tree (4), BASH BASE Beech (top of)+ASH (tree) ,37
10 Arm chopped off outside of tents (4), EPEE tEPEEs (tents; outside letters chopped off) ,50
11 Using modem to help backward lecturer at college (6), DIAL-UP AID (help; rev: backward)+Lecturer+UP (at college) ,60
12 Poet’s ground encompasses heart of heavenly wonder (6), MARVEL MARVER MARL (ground [poetic]) containing heaVEnly (heart of) ,69
13 Intermittently racial trouble (3), AIL AIR rAcIaL (intermittently) ,33
14 One boob inside another ring (6), TERRIT TIT (boob) containing ERR (boob) ,41
15 Advanced clue is less advanced in rural Fife (5), AHINT (Scottish: in Fife) Advanced+HINT (clue) ,48
16 Laid out commercial index of surveyors (6), ALIDAD LAID (anag: out)+ADvert (commercial) ,45
18 Oddly unsteady getting old (4), USED UnStEaDy (oddly) ,23
19 American spies getting over Berlusconi’s welcome (4), CIAO (Italian: Berlusconi’s) CIA (American spies)+Over ,56
20 Unmusical discordant tones the French introduced (8), NOTELESS TONES (ang: discordant) containing LES (the in French) ,65
26 With attention put label round hard British feature of fortification (8), EARTHBAGS EAR (attention)+TAG (label) containing Hard+British ,63
"29 Type of backward, feebleminded person with nothing going once (4)", NORM NORI MoRON (feebleminded person; rev: backward) minus O (nothing) ,72
30 Small Scottish portion rejected – it’s rank! (4), ÉTAT ETAS TATE (small portion [Scottish]; rev: rejected) ,58
31 Song of praise with lowest note for plant (6), PEANUT PEAN (song of praise)+UT (lowest note) ,47
32 Wandering Aryan people of noble Indian caste (5), NAYAR ARYAN (anag: wandering) ,31
"35 Wrinkled, like part of nose after scrubbing black off (6)", RIDGED RIDGEL bRIDGED (like part of nose) minus Black ,55
36 In Salt Lake City local digger’s transport (3)," UTE UTS (double cryptic definition) UTE (local: Native American in Salt Lake City, which is in Utah) UTE (transport of Australian: digger) ",140
37 Jack’s smart naval paymaster has succeeded in replacing bit of rigging (6), PUSSER PUSSEL PUrSER (naval paymaster) Rigging (piece of) replaced by Succeeded ,81
38 Gent possessing Scots eye for opening move (6), TEE-OFF TOFF (gent) containing EE (eye: Scottish) ,51
"39 Peculiarly lame occasion for dining, for example (4)", MEAL MEAN LAME (anag:peculiarly) ,34
40 Frame band (4), SASH SASS (double definition) ,31
41 Irritating to celebrate after early evening meal (7), TEASING TEA (early evening meal)+SING (celebrate)   Down Clue Answer Adjusted answer Wordplay ,95
1 Shut up cat playing with several rays (7), PENTACT PENT (shut up)+CAT (anag: playing) ,44
2 Touch of extra pH lies around coloured skin patch (7), EPHELIS Extra (touch of)+PH+LIES (anag: around) ,49
3 Erect and complete square choirscreen (7), REAR-DOS REAR (erect)+DO (complete)+Square ,44
4 Red or purple edges of tammy right on Scotsman (6), TYRIAN TammY (edges of)+Right+IAN (Scotsman) ,46
5 Exchange lire for another currency (4), RIEL LIRE (anag: exchange) ,28
6 North American completely destroys fruits (7), NARASES North+American+RASES (completely destroys) ,52
"7 Bleak, black place (4)", BLAY BLAH Black+LAY (place) ,29
8 Music maker’s tuning peg kept by troupe (6), SPINET SPINES PIN (tuning peg) inside SET (troupe) ,52
"9 Admitting skill, woman turns up and prevents  shocks (6)", EARTHS ART (skill) inside SHE (woman; rev: turned up) 13 Having assistance worked as female servant (lacking money) (5) AIDED mAIDED (worked as a female servant) minus Money ,175
17 Flatfish circling old tongues of land between rivers (5), DOABS DABS (flatfish) containing Old ,38
18 Acceptable designed part for sanitary contrivance (5), U-TRAP U (acceptable)+PART (anag: designed) ,45
21 Nests regularly adorned with bits of yew and spruce (5), DREYS aDoRnEd (regularly)+Yew+Spruce (bits of) ,48
22 Odd job primarily painting Scottish grandchild’s cot in India (7), CHARPOY CHAR (odd job)+Painting (primarily)+OY (Scottish grandchild) ,70
23 Garlands of frolicking maenads (7), ANADEMS MAENADS (anag: frolicking) ,36
"24 Honourable fellow, formerly Yorkshire  fast bowler (7)", TRUEMAN Fred Trueman TRUE (honourable)+MAN (fellow) ,53
25 Giving name to hedge sparrow (7), TITLING (double def) ,22
"26 Nut, mounting offence across university, bores (6)", ENNUIS EN (nut)+SIN (offence; rev: mounting) containing University ,68
27 Colouring collection of anecdotes about a non-drinker (6), ANATTA ANA (collection of anecdotes) containing A+TT (non-drinker: teatotaller) ,81
"28 Female entertainer, for example, rejected by shocked shia (6)", GEISHA EG (for example; rev: rejected)+SHIA (anag: shocked) ,61
33 Skating jump cut down angular momentum (4), AXEL AXES AXE (cut down)+L (angular momentum) ,47
1  Wild beast and tailless dog getting on (8),  BOAR (wild beast) + DINGO (dog) excluding the final letter (tailless) O  BOARDING (getting on)  ,98
6  Boy ran amok in noble land (6),  Anagram of (amok) BOY RAN BARONY* BARONY (the territory of a BARON; noble land)  ,83
"9  What about vinyl record, one by the Beatles? (4)",  EH (what) reversed (about) + LP (long playing record; vinyl record) HE< LP  HELP (long playing record issued by the Beatles)  ,128
"10  Thinking about duke, one fighting at Waterloo with no end of spirit (8,2)","  D (duke) + WELLINGTON (reference the Duke of WELLINGTONwho led the victorious armies at the Battle of Waterloo) excluding (with no) T (last letter of [end of] SPIRIT)  DWELLING ON (thinking about)  11  007 embraces new nice lady, corrupted before end of the film (6,3,5)  (BOND [reference James BOND {007}] containing [embraces] an anagram of [corrupted] [N {new} NICE and LADY]) + E (last letter of [end of] THE) BON (NIE AND CLY*) D E BONNIE AND CLYDE (film)  ",464
"12  Not standing upright, like worker after end of toil (6)",  AS (like) + L (last letter of [end of] TOIL) + ANT (worker)  ASLANT (not standing upright)  ,94
14  Savages ambassador close to capital city (8),  HE (His / Her Excellency; form of address when speaking to or writing to anAmbassador) + ATHENS (capital city of Greece)  HEATHENS (savages)  ,144
"16  Devon’s equivalent to Rushmore, might one say? (8)",  DART (rush) + MOOR (sounds like [might one say] MORE)  DARTMOOR (tourist attraction in Devon. Mount RUSHMORE with faces of four American Presidents carved into the granite faceis an American tourist attraction)  ,214
18  Approach officers during manoeuvre (6),  COS (Commanding Officers) contained in (during) ACT (manoeuvre) AC (COS) T ACCOST (approach)  ,96
20  Explicit quality of a French book ultimately confiscated by head (14),"  UN (one of the forms of ‘a’ in French) + RESERVE (book) + D (last letter of [ultimately] CONFISCATED) + NESS (headland)  UNRESERVEDNESS (explicit quality)  23  ‘Rheinbund” assembled by German commander in WW1 (10)  Anagram of (assembled) RHEINBUND + G (German) HINDENBUR* G HINDENBURG (reference Paul von HINDENBURG, Chief of the German General Staff [1916 – 1919] and President of Germany [1919 – 1934]; commander in World War 1) German could do double duty in the clue as he was not only a WW1 commander but he was a German WW1 commander) ",543
24  Monthly earnings cut for a period of time (4),  YEAR (hidden word in [cut]) MONTHLY EARNINGS  YEAR (period of time)  ,71
25  Economist making important points (6),"  KEY (important) + NES (North, East and South; points of the compass)  KEYNES (reference John Maynard KEYNES [1883 – 1946], British economist)  ",145
26  In conclusion you’ll find me doing editor’s job (8),  ME contained in (in) ENDING (conclusion) E (ME) NDING EMENDING (making alterations with a view to improving a text; doing editor’s job)  Down No. Clue Wordplay Entry ,168
2  Old nurse arranged to accept nothing too demanding? (7),  O [old] + an anagram of (arranged) NURSE) containing (O [nothing]) O NER (O) US* ONEROUS (burdensome; too demanding)  ,120
3  Sorry company’s competitor has lost heart (9),  REP (repertory theatre; company) + ENTRANT (competitor) excluding the middle letter (lost heart) R  REPENTANT (sorry)  ,121
4  Film company popular before decline (5),  IN (popular) + DIE (decline)  INDIE (independent film production company)  ,77
"5  Environmentalist added to graph on recycling; that’s the spirit (5,10)",  GREEN (informal word to describe an environmentalist) + CHART (graph) + RE-USE (recycling)  GREEN CHARTREUSE (liqueur; spirit)  ,130
"6  A holiday with a dog, proceeding northwards round lake somewhere in Ukraine (9)","  (A + VAC [vacation; holiday] + A + LAB [labrador; dog]) reversed (proceeding northwards; down clue) containing (round) L (lake) BAL A C (L) AV A< BALACLAVA (possible spelling of BALAKLAVA, a town in the Crimean peninsula. Technically in Ukraine, but the Crimean peninsula is currently not under the control of the government in Kiev)  ",337
"7  Oddly nude, streak about, being so lustful? (5)",  RAY (streak) containing (about) ND (odd letters of [oddly] NUDE) RA (ND) Y RANDY (lustful)  ,94
8  Very tearful female relative accepts one award (7),"  NAN (grandmother; female relative) containing (accepts) (I [one] + OBE {Order of the British Empire; award]) N (I OBE) AN NIOBEAN (like NIOBE [a daughter of Tantalus, turned into stone as she wept for her children, slain by Artemis and Apollo]; tearful)  ",257
13  Many in south condemned female writer (9),"  SAND (reference George SAND, pseudonym of the French female writer Amantine-Lucile-Aurore Dupin [1804 – 1876]) contained in (in) an anagram of (condemned) SOUTH THOU (SAND) S* THOUSANDS (many)  ",196
15  Dull journalist’s wish overturned by editor (9),  HACK (journalist) + (YEN [wish] reversed [overturned]) + ED (editor) HACK NEY< ED HACKNEYED (dulled by excessive use)  ,121
17  In Lincoln you’ll see us four inflicting cruelty (7),  (US + IV [Roman numerals for four]) contained in (in) ABE (Abraham Lincoln) AB (US IV) E ABUSIVE (inflicting cruelty)  ,121
19  Support South American fighters at home (7),  S (South) + US (United States; American) + TA (Territorial Army; fighters) + IN (at home)  SUSTAIN (support)  ,112
21  A party held by sailors: it’s a gas (5),  (A + DO [party]) contained in (held by) RN (Royal Navy; sailors) R (A DO) N RADON (gas)  ,91
1 FLEET Nimble 24 about to be featured in this paper (5), ELL (24) reversed (about) inside (to be featured in) FT (this paper) ,70
"4 SMATTERED Dabbled in small stuff, extremely engrossed (9)", S (small) MATTER (stuff) then EngrosseD (extremes of) ,55
"9 LIT UP Tight rim around half of cylinder (3,2)"," LIP (rim) inside (around) TUbe (cylinder, half of) ",52
10 PARSIMONY What might make minors pay up? Not this (9), anagram (what might make…up) of MINORS PAY ,44
11 OWN Particular leaders of New World Order are overthrown (3), leading letters of New World Order reversed (overthrown) ,58
12 FORGETTABLE Nondescript story about poor Gavin’s first otter (11), FABLE (story) containing (about) anagram (poor) of Gavin (first letter of) and OTTER ,86
13 IVIES I strive to join the top in social climbers (5), I VIE (strive) with Social (top letter of) ,44
14 LINDBERGH Ex pilot flying new BrAitish glider hard (9), anagram (flying) of N (new) B (British) GLIDER and H (hard) – there is a typo in the online version of this clue ,114
18 GENUFLECT Maybe defer to mostly neglectful criminal (9)," anagram (criminal) of NEGLECTFUL (mostly, missing last letter) ",64
20 DATUM Baseline return a little clumsy at heart (5), TAD (a little) reversed (return) clUMsy (heart of) ,52
21 VICE-ADMIRAL Mild caviare prepared for top brass (4-7), (MILD CAVIARE) anagram=prepared ,33
24 EEL Fish in regular spots in Easter Island (3)," EastEr isLand (regular spots in, every fourth letter) ",55
25 MAPLE LEAF Plan page about the French national symbol (5-4)," MAP (plan) LEAF (page) containing LE (the, French) ",52
"26 FAIRY Not large, quite a small charming creature (5)", FAIRLY (quite) missing L (not large) ,38
27 TRANSIENT Excited entrant is passing (9), (ENTRANT IS)* anagram=excited ,31
28 LAMPS Punches male in bits below the belt? (5), M (male) in LAPS (bits below the belt) Down ,45
1 FOLLOWING Madness mostly in debt to fans (9)," FOLLy (madness, mostly) OWING (in debt to) ",44
2 EXTENSION Old strain in appendix (9), EX (old) TENSION (strain) ,27
3 TIP-OFFS List out second bits of insider info (3-4)," TIP (list, to lean over) OFF (out) S (second) ",47
"4 SUPERGLUE Bond agent, the best senior officer left in eastern Prague (9)"," SUPER (the best senior officer, in police force) then L (left) in praGUE (eastern, right side of) – possibly the definitoin is ‘bond agent, the best’ and SUPER is just ‘senior officer’. Neither seem quite right to me. ",219
5 AGREE Settle up in part of beer garden (5)," found inside (in part of) bEER GArden reversed (up) 6 TWIN-TUB Containing a lot of drink, cask overturned – use this to wash (4- 3) BUTT (cask) reversed (overturned) containing WINe (drink, a lot of) ",201
7 RHOMB Physicist about to introduce minute lozenge (5), BHOR (physicist) reversed (about) containing (to introduce) M (minute) ,72
8 DOYLE Novelist yelled oddly after party (5), YeLlEd (odd letters of) following DO (party) ,46
"15 NET PROFIT What remains of advantage following trap (3,6)", PROFIT (advantage) following NET (trap) ,41
16 RUTHENIUM An element of pity over my family getting upset about uni (9), RUTH (pity) MINE (my family) reversed (getting upset) containing (about) U (university) ,89
17 HIMALAYAS Guy’s old country is within range (9), HIS (guy’s) contains (has…within) MALAYA (old country) ,56
19 FRATERS Where brothers may scoff following false arrest (7), F (following) and ARREST* anagram=false – a refectory in a monastry ,69
"20 DOLEFUL Blue mould left exposed, rotting (7)"," anagram (rotting) of mOULD LEFt (exposed, no outside letters) ",63
21 VOMIT Bring up unfinished ballot about major route (5)," VOTe (ballot) containing MI (M1, major route, road number in UK) ",66
22 CUPPA Caught up with old man for a drink (5), C (caught) UP with PA (old man) ,33
"10  WI music has returned, receiving approval (4)","   HAS reversed (returned) containing (receiving) OK (approval) S (OK) AH< SOKAH (a variety of Caribbean [West Indian, WI] calypso music)  K  SOAH  ",148
11  An old master with outstanding bad luck (7),   A + MES (obsolete [old] shortened form of master) + ACE (outstanding)  AMES-ACE (bad luck)    AMESACE  ,106
12  One local factory keeping independence is inflexible (7),   UN (dialect [local] form of one] + (PLANT [factory] containing [keeping] I [one]) UN PL (I) ANT UNPLIANT (inflexible)  A  UNPLINT  ,134
14  Native American people‘s call to prayer is interrupted by detective (6),  ,2
"1. ARCHIVE Come right, ousted by church record (7)",ARRIVE (come) with the second R replaced by CH ,47
"5. OVERSAW Oh, very sad — we cut and ran (7)",O[h] VER[y] SA[d] W[e] – similar devices are to be found in 14a and 23d ,72
"9. TONED Looking fit, if half unbuttoned (5)","Yes, it’s half of unbutTONED 10. RED-HANDED In the act (Act II, ii), like Macbeth (3-6)Double definition: in Act II, Scene ii of the Scottish Play, Macbeth returns from murdering Duncan with blood on his hands. Lady M tells him: “wash this filthy witness from your hand.” ",272
12. GRUB Fast food returned without hesitation is still food (4),"BURGER less ER, reversed ",25
14. RUDIMENTARY Basic stripping of crude mimes and arty frolics (11),"[c]RUD[e] [m]IME[s] [a]N[d] + ARTY* 18,27. IN FLAGRANTE DELICTO 10 impose love to embrace a given sweetheart (2,9,7)A GRANTED [sw]E[et] in INFLICT O ",149
21. LAID Set callback in Adelaide (4),Two cryptic indications here: reverse of DIAL (call) and hidden in adeLAIDe ,76
22. SIMULATION Model barred from turning on model (10),STIMULATION less [Ford Model] T ,32
25. WHIRLIGIG Greeting funny girl with wig outside the merry-go-round (9),HI + GIRL* in WIG ,18
26. FJORD Some of Jordan’s water (5),It took me a ridiculously long time to see that it’s hidden in oF JORDan ,73
28. DEFENCE Derailing the work of the armed forces (7),De-railing = DE FENCE Down ,27
2. CANAPE Bite is capable of 22 (6),"CAN APE (is capable of simulation) 3,",37
"1. INDUSTRIAL ACTION Strike dictatorial Sunni movement (10,6)",(DICTATORIAL SUNNI)* ,21
4. EGRET Bird feels sad losing wings (5),"[r]EGRET[s] 5. ODD-JOB MAN Jack of all trades can supply jambon (3-3,3)Jambon is an anagram of JOB MAN, so it’s an ODD JOB MAN ",127
"6. EXAM Perhaps oral sex, but not giving head in the morning (4)",[s]EX + AM  ,12
7. SIDEREAL Team has true following of stars (8),SIDE + REAL ,12
"8. WIDE BOYS Nothing like slender girls for unscrupulous traffickers (4,4)","WIDE BOYS is the opposite of “slender girls” 13. ON BEHALF OF Representing no certain job scheme, North Sea oil finally switched off (2,6,2)Last letters of nO certaiN joB schemE, NortH SeA oiL + OFF* ",200
15. DERRING-DO Strange to be upset about blundering courage (7-2),ERRING in reverse of ODD ,25
16. BILLOWED Ben’s partner was in debt and showed signs of inflation (8),"BILL (Ben’s partner in the classic children’s TV programme) OWED (was in debt) 17,",82
"11. OFFICIAL OPPOSITION Authorised workplace for Labour today (8,10)",OFFICIAL (authorised) + OP (work) POSITION (place) ,51
19. DISOWN Refuse to acknowledge noise outside broadcast (6),SOW in DIN ,11
"20. ON EDGE The old-fashioned generation’s nervous (2,4)",Another well-hidden answer: old-fashiONED GEneration ,53
23. URGED Pressed four-page ad to be reduced by half (5),Halves of [fo]UR [pa]GE [a]D ,29
1  Rabble-rouser encouraged to consume health food (9), FIREBRAND FIRED (encouraged) around or ‘consuming’ BRAN (health food) ,71
6  A little difficulty? Not quite (5), SCRAP SCRAPe (difficulty) with last letter missing or ‘not quite’ 9  Body part‘s injury (not head) (3) ARM hARM (injury) with first letter missing or ‘not head’ ,162
"10  What about confectionery warning signal? It’s a sound arrangement (4,7)", ECHO CHAMBER EH (what) around CHOC (confectionery item) AMBER (warning signal) ,80
11  Subject of crack beginning to belabour individual (4), BONE B (beginning letter of belabour) ONE (individual) ,56
12  Police caught lad misbehaving – a minor fault (10), PECCADILLO An anagram of POLICE C (caught) LAD (anagrind is ‘misbehaving’) ,76
14  Dead item – dead before being eaten by a lion on the rampage (8), DOORNAIL D (dead) + OR (before – archaic) inside an anagram of A LION (anagrind is ‘on the rampage’). This was our LOI and we had to resort to a wordsearch as time was running short. We kicked ourselves when we realised what the answer was but we couldn’t work out what ‘OR’ was until we checked Chambers. A new one on us. ,324
15  Sponsors requiring slight change to opinions (6), ANGELS ANGLES (opinions) with a slight change of letters ,58
18  Cat article omitted from main collection (6), OCELOT OCEan (main) with AN (article) omitted LOT (collection) 19  Indigenous movement fronted by cheats receiving money (8 DOMESTIC TIC (movement) after or being ‘fronted by’ DOES (cheats) around M (money) ,208
22  Energetic person who’s working with Europe (10)," POWERHOUSE An anagram of WHO’S and EUROPE (anagrind is ‘working’). We enjoyed this clue, perhaps we ought to send it to Nigel Farage. ",135
"24  Moroccan tree, Arabic twice over (4)", ARAR AR (Arab) repeated or ‘twice over’ ,41
"26  Over a large amount – product of eleven and sixty, perhaps (11)", EXTENSIVELY An anagram of ELEVEN and SIXTY (anagrind is ‘perhaps’) ,68
27  New Zealanderheading off Maori group (3), IWI kIWI (New Zealander) with first letter missing or ‘heading off’ – a new word for us – Phi’s antipodean side coming out! ,125
"28  Fibre is twisted, one extracted from canvas (5)", SISAL IS (reversed or ‘twisted’) SAiL (canvas) with I (one) missing or ‘extracted’ ,84
"29  Adolescent’s birthday – partying for it, then sex (9)", SIXTEENTH An anagram of IT THEN SEX (anagrind is ‘partying’) Down 1  Puncture on curve? (Not new lorry) (7) FLATBED FLAT (puncture) BEnD (curve) without N (new) ,162
"2  What’s chap never poked into flower? Probably not this! (5,4)", ROMAN NOSE NO MAN (chap never) inside or ‘poking into’ ROSE (flower) ,70
3  Raised money when one’s short (4), BRED BREaD (money) without or ‘short’ of A (one) ,50
4  A substantial cut limiting grant affecting sporting activities? (8), ATHLETIC A THICk (substantial) without last letter or ‘cut’ around or ‘limiting’ LET (grant) ,94
5  Boil half-lanced? Sitting upright month later (6), DECOCT CED (half of lanced) reversed or ‘sitting upright’ OCT (month) ,71
"6  Rock fan involved in scandal with REM (4,6)", SLAM DANCER An anagram of SCANDAL and REM (anagrind is involved’) ,67
"7  Defiant, unpleasant expression raised about book (5)", REBEL LEER (unpleasant expression) reversed or ‘raised’ about B (book) ,72
8  Queen latterly shunning drawing-rooms considered high-risk (7), PARLOUS PARLOUrS (drawing rooms) without R (Queen). ‘Latterly’ indicates that it is the second ‘r’ that is removed. ,117
13  Drain once demolished over litre of hormonal material (10), ENDOCRINAL An anagram of DRAIN ONCE (anagrind is ‘demolished’) +L (litre) ,75
16  Effort expending one bit of energy while holding to force (9), EXTORTION EXeRTION (effort) without E(energy) around or ‘holding’ TO ,70
17  Greek character embracing love and weird sex with us in bubbly style (8), MOUSSEUX MU (Greek character) around or ‘embracing’ O (love) + an anagram of SEX and US (anagrind is ‘weird’) ,111
"18  Superhero, without hesitation, represented as Classical figure (7)", ORPHEUS An anagram of SUPerHERO without ER (hesitation) anagrind is ‘represented’. You need to read represented as re-presented to make it work. ,146
20  Grain is hot in description of Riviera (7), CORNISH CORN (grain) IS H (hot) ,33
21  Second vehicle carrying one German mathematician (6), MOBIUS MO (second) BUS (vehicle) around or ‘carrying’I (one) ,62
23  Victorian painter’s power (5)," WATTS Double definition. The National Portrait Gallery describe the painter, George Frederick Watts as a “Victorian Michelangelo” ",131
1 NO HOPER Failure of play to work on the queen (2-5)," Charade of NOH (play, a type of Japanese dram) OP (work) ER (queen) ",69
5 DISTANT Reserved when first introduced to lawyer by conservationists (7)," [ IST (first) in DA (lawyer)] NT (conservationists, National Trust) ",69
9 MONET A passage from Rosenblum on Etty as a painter (5), Hidden in “..rosenbluM ON ETty..” ,35
10 PROVIDENT Prudent to conceal identity in test on books (9)," [ ID (identity) in PROVE (test) ] NT (books, New Testatment) ",62
11 ESSENTIAL It’s absolutely necessary when lease isn’t renewed (9), Anagram of LEASE ISNT ,23
12 TEASE Josh drinks last of coke (5), TEAS (drinks) E (last of cokE) ,32
13 COOP Pen company starts to offer pensions (4), CO (company) OP (starting letters of Offer Pensions) ,54
"15 ALL CLEAR Pass over after everyone gets permission to proceed (3,5)"," CLEAR (pass over, said of the rainclouds perhaps) after ALL (everyone) ",72
"18 ANTIHERO Hamlet, for example, is another one in torment (8)", Anagram of ANOTHER I (one) ,28
19 ACRE A measure of port (4)," double def, Acre is an ancient port in Israel. ",48
22 EXTRA More evident in complex tracery (5), Hidden in “..complEX TRAcery” ,31
24 PIECEMEAL It’s intended to be eaten by man bit by bit (9)," MEAL (its intended to be eaten) by PIECE (man, chess) ",55
