clue,exp,len
9A TANTRUMS Outbursts from unsmart ‘deplorable’ following Trump’s lead (8)," outbursts / T (leading letter of Trump) + ANTRUMS (anag, i.e. deplorable, of UNSMART) ",87
"10A TAX-RETURNS Duty is making a comeback: which Trump needs to be open about (3,7)", (something) which Trump needs to be open about / TAX (duty) + RETURNS (is making a comeback) ,94
"11A FACE Dial Bill, Hillary’s “chief source of energy” and misery guts (4-4)"," misery guts / FACE (dial) + AC (bill, account) + h (chief letter of Hillary) + E (source, or first letter, of Energy) ",119
12A DIPLOMA Ambassadorial jerk dropped certificate (7), certificate / DIPLOMA(TIC) (ambassadorial) without (dropping) TIC (jerk) ,74
"13A DOSSER Bum duke, wanker, gets time off (6)"," bum / D (duke) + (T)OSSER (wanker, derogatory term, without T – time) ",71
"15A DRAFT DODGER Clinton’s blueprint scheme put before Republican? (5,6)", (Bill) Clinton (allegedly?) / DRAFT (blueprint) + DODGE (scheme) + R (Republican) ,83
19A CRAYON May’s political persuasion needs injection of flash colour (6)," colour (in) / C_ON (Conservative, Prime Minister Theresa May’s political persuasion) around (injected by) RAY (flash, of light) 20/25A TRUMPED- Bogus accusation from contender: “Hislop raised fee!” (7-2,6) bogus accusation / TRUMP (contender, presidential candidate) + ED (editor, e.g. Ian Hislop) + UP (raised) + CHARGE (fee) 22A ACHE See 11ac. (4) see ",355
11A / see 11A 24A FLIRTATION “Sexual overtures” trial? Not if quashed (10)," sexual overtures / anag, i.e. quashed, of TRIAL NOT IF 25A -UP CHARGE See 20ac. (2, 6) see ",92
20A / see 20A 26A REFORM “To be a better person is about being supportive” – May’s opener (6)," to be a better person / RE (about, regarding) + FOR (being supportive) + M (opening letter of May) Down Clue No Solution Clue Definition (with occasional embellishments) / Logic/parsing ",187
"1D INWARDS After having gained seat, electoral divisions moving to centre? (7)", moving to centre / IN (after having gained seat) + WARDS (electoral divisions) ,80
"2D THIRD PARTY LibDems no longer try paid HRT treatment (5,5)"," LibDems no longer / anag, i.e. treatment, of TRY PAID HRT ",59
"3D GROTTO Chamber gets dirt on Blair, his right wing having deserted (6)"," chamber / GROT (rubbish) + TO (TO(NY) Blair, abandoned by rightmost half) 4D STARS AND STRIPES Standard celebs full of ‘beach bollocks’ (5,3,7) standard (flag) / STAR_S (celebs) around (full of) SANDS (beach) + TRIPE (bollocks) ",229
5D ONE-SIDED Left only falling apart – indeed so (3-5)," Left, only / anag, i.e. falling apart, of INDEED SO ",53
6D PROF Far right of Trump? In favour of uprising? That’s academic (4)," academic / P (rightmost letter of trumP) + ROF (for, in favour of, reversed, or uprising, as this is a down clue) ",115
7D SMACKER Inappropriate nursery worker’s show of affection (7)," show of affection (kiss) / (double defn.? one, by example?) – a nursery worker smacking their charges would be inappropriatre; and a SMACKER can be a kiss, or show of affection. 14D SLEEP IT OFF Go off sex rotten, as drunks usually do (5,2,3) as drunks usually do (when suffering from a hangover) / SLEEP (go off, drop off) + IT (sex, euphemism) + OFF (rotten) ",362
"16D FINE FARE France used Iran fee to provide sumptuous spread? (4,4)"," sumptuous spread / F (France) + INE FARE (anag, i.e. used, of IRAN FEE) ",73
"17D TRICEPS Blunders, accepting extremely Conservative means of relaxing arms (7)", means of relaxing (or tensing) arms / TRI_PS (blunders) around (accepting) CE (extreme letters of ConservativE) ,113
18D ADJOURN Suspend Jordan’s bust with uranium implant (7)," suspend / ADJO_RN (anag, i.e. bust, of JORDAN) around (implanted with) U (uranium) ",84
21D UPTURN Recovery of “rehabilitated” Trump accepted by international body? Miles off! (6)," recovery / U_N (international body) around PTUR (anag, i.e. rehabilitated, of TRU(M)P, without M – miles) ",107
"9 RUCHE A trimming of lace, one gathered (5)", Cryptic definition. ,21
"10 TAP DANCER He trips and hits the floor noisily (3,6)"," A rather obvious cryptic definition, and my first in. 11 PUT PAID TO Endorse bill for Scotch (3,4,2) Definition and literal interpretation. An ingenious idea which I think does not quite work (TO seems a little awkward to me) – and of course the capital letter for ‘Scotch’ is misleading. ",290
12 TACIT It’s understood Tom came back with it (5)," A charade of TAC, a reversal (‘came back’) of CAT (‘Tom’, indication by example) plus (‘with’) ‘it’. ",102
13 SARACEN Cross opponent of the Middle Ages (7), Cryptic definition. ,21
"15 DORMANT Possibly asleep, certainly inactive (7)", Definition. ,13
"17 PREEN Bird’s tidy up? No, down! (5)", Cryptic definition. ,21
18 SIR Title is backed by right (3)," A charade of SI, a reversal (‘backed’) of ‘is’ plus (‘by’) R (‘right’). ",73
20 IRATE Gershwin tune heartless and angry (5)," A charade of IRA (‘Gershwin’, not composer George, but his brother and frequent lyricist) plus TE (‘TunE heartless’). ",119
"22 ASTRIDE Trade is bad, though up (7)", An anagram (‘bad’) of ‘trade is’. ,35
25 AUDITOR He will be called to account (7), Cryptic definition. ,21
26 STERN Grim prospect for yachtsman trying to catch rival (5), Definition and cryptic definition – ‘prospect’ meaning view. ,62
"27 TEST PILOT One who is often up for trial (4,5)", Cryptic definition. ,21
30 HESITATES Gets lost in proverb (9), “He who hesitates is lost” being the proverb. ,47
31 WISER More sage is planted in middle of flower bed (5), An envelope (planted in’) of ‘is’ in WER (‘middle of floWER bed’) Down ,72
1 PROP Supporta rugby player (4), Double definition. ,20
2 SCOT-FREE Artful secret of not having to pay a thing! (4-4), An anagram (‘artful’) of ‘secret of’. Rufus at his best – simple but so apposite. ,83
"3 VEGA Small serving of carrots, say, given to a big star (4)"," A charade of VEG (‘small serving of carrots, say’, this time with an acknowledged – ‘say’ – indication by example, and ‘small serving’ giving the abbreviation) plus (‘given to’) ‘a’. ",184
4 STUDENTS Boss sent out those still learning (8)," A charade of STUD (‘boss’) plus ENTS, an anagram (‘out’) of ‘sent’. ",69
5 UPHOLD At university remain champion (6), A charade of UP (‘at university’) plus HOLD (‘remain’ as in “the centre will not hold”). ‘Champion’ as a verb. ,112
6 MASTERMIND Brain behind smart denim fashion? (10), An anagram (‘fashion’) of ‘smart denim’ ,41
7 ACACIA Twice Bill and I get together in a gum tree (6)," A charade of AC (‘bill’) plus AC (‘twice’) plus ‘I’ plus (ignoring ‘in’) ‘a’. The term ‘gum tree’ is not exact, but generally refers to various eucalypts, but the gum arabic tree is an acacia, so that the “definition” is at best an indication by example. ",256
8 FRET A small piece of wood — pine? (4), Double definition. ,20
13 SEPIA Cuttlefish product very good in salt water (5), An envelope (‘in’) of PI (‘very good’) in SEA (‘salt water’). ,63
14 CINCINNATI Service chief’s hotel at one US city (10)," A charade od C-IN-C (commander-in-chief, ‘service chief’) plus INN (‘hotel’) plus ‘at’ plus I (‘one’, Roman numeral or impersonal personal pronoun). ",150
16 THEIR The king trapped one of them (5)," An envelope (‘trapped’) of I (‘one’) in ‘the’ plus R (Rex, ‘king’). ",69
"19 REASSESS About to start, seas break over ship — so reconsider (8)"," A charade of RE (‘about’; ‘to start’ emphasizes that this is the first particle) plus ASSESS, an envelope (‘over’) of SS (the first pair, ‘ship’) in AESS, an anagram (‘break’) of ‘seas’. ",188
"21 ART CLASS Pupils who draw on their teacher’s guidance (3,5)", Cryptic definition. ,21
23 THEISM It may give me this belief in God (6), An anagram (‘it may give’) of ‘me this’. ,42
24 ESTATE Property of the Orient Express (6), A charade of E (‘Orient’) plus STATE (‘express’). ,51
26 SOHO Staff officer with small house in London area (4)," A charade of SO (‘Staff Officer’) plus HO (‘small house’). Also an area of Manhattan, named not after the London area (although that might have been involved to some extent), but because it is south of Houston Street (which is pronounced how-ston, being named after a different fellow from the Sam Houston after whom the Texas city is named). ",344
28 PEWS Service accommodation (4), Cryptic definition. ,21
"1 IN HOCK Popular wine put behind bars (2,4)", IN (popular) and HOCK (wine) ,30
4 SCRUTINY Element in rugby mostly getting negligible examination (8)," SCRUm (element in Rugby, mostly) with TINY (negligible) ",57
"9 DE NIRO Hollywood star captivated by sudden irony (2,4)", found inside sudDEN IROny ,27
10 PROTOCOL Body of rules confused poor clot (8), anagram of POOR CLOT ,22
11 CAPRICCIO Model exuding energy and bit of chic I love in free work? (9)," CAPRICe (Caprice Bourret, model) missing E (energy) then Chic (first letter, bit of) and I O (love, zero in tennis) ",117
13 EXILE Love of old Corsica among natives – it marked out Napoleon? (5)," EX (love of old) and ILE (island in French, Corsica for example in the native language) ",89
"14 NICK SKELTON Rider‘s condition key perhaps with loss of energy later (4,7)"," NICK (condition) SKELeTON (key perhaps) missing the second (later) E (enegry) – this defeated me. My wife has a cousin called Nick Skelton and this was the first thing that came into my head when I read the clue, which I promptly discarded as obviously not being a realistic solution. ",286
"18 SAUSAGE ROLL Meaty item found in list following South African custom (7,4)", ROLL (list) following SA (South African) USAGE (custom) ,57
21 AWAKE Come to a train (5), A and WAKE (train) ,20
"22 AGENT NOUN Writer, maybe, chap with a lot of sense in article (5,4)"," GENT (chap) with NOUs (sense, a lot of) in AN (article) – a noun that denotes someone or something that performs the action for a verb ",136
24 HORRIFIC Awful choir off-key imbibing religious instruction by fellow (8), anagram (off-key) of CHOIR contains RI (religious instruction) then F (fellow) ,80
"25 EN BLOC Note limited group that’s divided city as a whole (2,4)"," NB (note) and LOt (group, limited) inside EC (city, City of London postcode) ",78
26 MANTEGNA Old artist in collection ultimately kept by loaded magnate (8)," collectioN (ultimate letter of) inside anagram (loaded, drunk) of MAGNATE ",75
27 BRUTAL Inhuman routine in scientific establishment retracted (6), RUT (routine) in LAB (scientific establishment) reversed (retracted) Down ,75
1 INDECENT Blue recess housing this in Notre Dame (8)," INDENT (recess) contains CE (this, French, as spoken in Notre Dame) ",69
2 HAND-PICK Carefully select some bananas and cream (4-4)," HAND (some bananas) and PICK (cream, of the bunch) ",52
"3 CORGI Queen’s favourite decor, gilded walls (5)"," faound inside (walled by) 5 CAR BOOT SALE October alas misjudged for popular form of retail? (3,4,4) anagram (misjudged) of OCTOBER ALAS – does misjudged really mean rearranged? 6 UP THE ANTE Rising heat with ten playing to magnify the risk (2,3,4) UP (rising) then anagram (playing) of HEAT with TEN ",302
7 ISCHIA Is friend boycotting Northern island? (6), IS CHInA (friend) missing N (northern) – I’m not sure why Northern is capitalised in the clue ,95
"8 YELLED Emitting painful expression, sensational journalist made loud noise (6)"," YELLow (sensational, of journalism) missing OW (painful expression) and ED (editor, journalist) – one could also read YELLOW ED as a sensational journalist ",157
12 COEDUCATION Minor training with no gender bias? (11)," (barely) cryptic definition, a minor is a child. “training with no geneder bias” is a literal and unambigous defintion for coeducation, so how does adding “minor” at the front make it cryptic? Perhaps I am missing something here. ",231
15 SYSTEMISE Rearrange messy site and impose order (9), anagram (rerrange) of MESSY SITE ,34
16 MONOGLOT No good line occupying discussion – that’s characteristic of the English? (8), NO G (good) L (line) in MOOT (discussion) ,43
17 CLINICAL Plainlike some medicine? (8), double definition ,19
19 MAYHEM PM put on edge in chaos (6)," MAY (Theresa May, PM) on HEM (edge) ",37
20 PATRON Country singer switching centre for proprietor (6), Dolly PARTON switching the middle letters ,43
1 Good article following treatment of blue whale (6), BELUGA BLUE* treated & G(ood) & A (article) ,45
4 Ratings for hosts (6), SCORES Double defintion ,25
9 Irregular amendment of moral ban (8), ABNORMAL [MORAL BAN]* amended ,31
10 Tip by university relating to experience (6), ENDURE END (tip) & U(ni)& RE (relating to) ,44
12 Guy in memo creating unusually close control (15), MICROMANAGEMENT MAN (guy) in [MEMO CREATING]* unusually. ,58
13 Stick fish next to chips initially (5), CLING C(hips) initially & LING (crossword favourite fish that happens to be in my blogging name) ,98
"15 Handle contest, entertaining one with type of diagram (5,4)", GIVEN NAME 1 & VENN (diagram) in GAME ,39
17 Unconvincing in praise? Not guilty (9), BLAMELESS LAME in BLESS ,25
18 Check odd elements of diet theory (5), DETER Odd letters of DiEt ThEoRy ,34
"20 Park in New York, driving with difficulty in street (8,7)", FLUSHING MEADOWS FLUSHING (driving out) & ADO (difficulty) in MEWS (street) ,77
23 Settled problem about dye (6), LITMUS LIT (settled) & SUM reversed ,37
"24 Increase in sentimentality, resistance turning low (8)", MUSHROOM MUSH (sentimentality) & R(esistance) & MOO (low) reversed ,68
25 Ridicule some wilder ideas (6), DERIDE hidden answer ,22
26 Reveal stake and beam (6), BETRAY BET & RAY Down ,23
"1 Porcelain, once cracked, ending in rubbish in bin area (4,5)", BONECHINA [ONCE* cracked  & end of (rubbis)H] in BIN & A(rea) ,63
2 Slow learner on legendary ship (5), LARGO L(earner) & ARGO of Jason and the… ,42
"3 Writer in terrible rage about meat, unseasoned (6,6)"," GRAHAM GREENE HAM & GREEN (raw, unseasoned)in RAGE*terribily  ",63
5 Criticised trick with tips for magician in action (9), CONDEMNED CON & tips of M(agicia)N in DEED ,44
6 Beginning in sound way (5)," ROUTE Sounds like ROOT, unless you’re American when it doesn’t… ",65
7 Disc covered by crest designed to be symbol of sovereignty (7), SCEPTRE E.P. (old disc) in CREST* designed ,44
8 Surface in time and supply account (6), TARMAC T(ime) & ARM (supply with guns etc) & AC(count) ,56
"11 Rodent, hot and bothered rat, moves with purpose (7,5)", HARVEST MOUSE H(ot) & [RAT MOVES]* bothered  & USE (purpose). Use of “moves” a tad sneaky ,91
14 Dog dry enough after a shake (9), GREYHOUND [DRY ENOUGH]* shaken. Having just taken the dog for a swim this seems quite a good ‘un ,98
16 Soldier perhaps on boat occupied by journal with collection of poems (9), ANTHOLOGY ANT (crossword fav soldier) & LOG in HOY ( a flat bottomed boat) ,76
"17 Ran away after great upset, confused (7)"," BAFFLED FAB (great) reversed, upset & FLED ",44
19 Carry on with venture without pawn (6), RESUME Pawn taken from (p)RESUME ,34
21 Absolutestate (5), UTTER Double def ,18
1 ZIFT Technique following IVF? Spot female’s inside (4), F (female) inside ZIT (spot) – my first one in. I was more than a little surprised when this speculative guess turned out to be correct. ,138
"5 JUJUBES Chewy sweets showing that special magic, almost tops (7)"," JUJU (that special magic) and BESt (tops, almost) ",51
"10 ALEURITES Oil-yielding plants pounded in ritual, see (9)", anagram of RITUAL SEE ,23
12 PARROT Standard nonsense from one of the polls? (6), PAR (standard) and ROT (nonsense) – Polly or Poll is the archetypal name for a pet parrot ,91
"13 ROOMIE Dashing Romeo, one taken in as fellow lodger (6)", I (one) in ROMEO* ,19
15 BATT Sheet of wadding required by combat troops (4), found inside comBAT Troops ,28
"16 TALKEE-TALKEE Story about keel Kate steered, in pidgin? (12)", TALE containing anagram of KEEL KATE ,38
17 DARCY Entry for Cambridge housed in mixed yard – Fitzwilliam? (5)," Cambridge (entry for, first letter of) in YARD* – Fitzwilliam Darcy from the novel Pride and Prejudice perhaps ",112
18 TRIORS Peers deciding cases involving their fellows rule in groups of three (6), R (rule) in TRIOS (groups of three) ,37
"20 CICUTA Poisonous plant I stayed away from, in case? More than one of them (6)"," I CUT (stayed away from) in CA (abbreviation for cases, more than one case) – thanks to Frogman and his correspondent Steve for clearing this up for me ",153
23 SDAYN The old spurn successive characters in trendies’ day nursery (5), found inside trendieS DAY Nursery ,35
25 SCOPOPHILIAC Caliph is excited about peeler with nothing on? Such’ll turn one on (12), anagram of CALIPH IS containing COP (peeler) with O (nothing) ,63
"26 SCOW US yacht is daunting, stem to bow (4)"," COWS (is daunting) with later letter moved to front 28 CHENAR Timid person boarding e.g. Berlin plane (6) HEN (timid person) in (boarding) CAR (Berlin, type of coach body) ",173
29 RIPPLE Place to tuck into excellent ice cream? (6)," PL (place) inside RIPE (excellent) 30 ATTENTIVE Unlikely to miss wine in vat, i.e. blended (9) TENT (wine) anagram of VAT IE ",126
31 GOSPELS Doctor taking in obese golfer? There are four of them (7)," OS (obese, out-size) in ELS (Ernie Els, golfer) ",49
32 SEED Consult date for issue (4), SEE (consult) and D (date) Down ,33
"1 ZAPOTEC Sleuth going after vitality, old, of early Mexican (7)", TEC (sleuth) following ZAP (vitality) O (old) ,47
2 FERULA Commander’s staff following former walk behind battlements up (6), F (following) then ALURE (walk behind battlements) reversed (up) ,66
"3 TURF Offspring once raised, I vacated territory (4)"," FRUiT (offsrpring, archaic) reversed (raised) missing (vacating) I 4 PROTECTORATE Wretched rotter O. C. interrupting crown? That was it! (12) anagram of ROTTER OC in PATE (crown) – O.C. here is Oliver Cromwell who briefly interrupted the line of succession ",258
5 JITNEY Whizzing in jet has reduced yen for cheap bus (6), anagram of IN JET then Yen (reduced) ,38
"6 JEOPARDISING Risking damage to Jag I rode, spin out of control (12)", anagram of JAG I RODE SPIN ,28
"7 BAMAKO Capital hoax, a stunner (6)"," BAM (hoax) A KO (knock out, stunner) – capital city of Mali ",61
8 EVITERNAL Timeless depravity? Bird one found trapped by that (9)," EVIL (depravity) contains (traps) TERN (bird) A (one) 9 SPET Gob (in local parlance) ready to swallow a piece of pizza … (4) SET (ready) contains Pizza (first letter, piece of) ",178
11 TRATT … Herein? It’s dry with upturned artificial topping (5)," TT dry following (with…topping) ART (artificial) reversed (upturned) – a trattoria, which presumably sells pizza, has a watertight roof, clumsy waiters and customerswith no tablemanners. ",188
14 RADICCHIO Salad veg chic cooks featured in broadcast? (9), anagram (cooks) of CHIC in RADIO (broadcast) ,46
19 SUCCEED Cricket club in tailored suede turn out well (7), CC (cricket club) in anagram (tailored) of SUEDE ,50
21 COOEYS Unplaced twice? Syce troubled about that calls for attention (6)," O (unplaced, of a racehorse) twice in anagram (troubled) of SYCE ",66
22 APORT A post-prandial tipple showing the way it should go (5)," A PORT (post-prandial tipple) – to the left, the way the port should be passed ",80
23 SHARES Rations go quickly on board ship (6), HARE (go quickly) in SS (on board a ship) ,43
24 YIPPIE Radical squeal over confused state (6), YIP (squeal) on PIE (confused state) ,38
26 SCAG Junk clubs in bag (4), C (clubs) in SAG (bag) ,24
1A INVIGILATE Ask me inside to supervise kids (10)," to supervise kids (who are sitting exams) / INVI_TE (ask) with GILA (me, the setter) inside ",93
"6A EMOS A few reflective, brooding music fans (4)"," brooding music fans (i.e. fans of brooding music, although the fans themselves might be brooding as well…) / EMOS = SOME, a few, reflected ",140
10A SOLAR Lead characters in sitcoms often laugh at readers of The Sun (5), of the sun / first letters of ‘Sitcoms Often Laugh At Readers’ ,64
"11A THOM YORKE Rock band’s front man took rhyme for recomposition (4,5)"," rock band’s (Radiohead’s, a popular beat combo, m’lud) front man / anag, i.e. recomposition, of TOOK RHYME ",108
12A APATHETIC A way to refer to being upset without showing emotion (9)," without showing emotion / A + PATH (way) + ETIC (cite, or refer to, upset) ",76
13A STIPE Lead singer of band missing last part of tour (5)," lead singer (Michael Stipe, of REM, another popular beat combo, m’lud) / ST(R)IPE – band – missing last letter of touR ",120
14A RE-ELECT Choose another time to take part in degree lectures (7)," choose (elect, for) another time (in office) / hidden word within, i.e.to take part in – ‘degREE LECTures’ (should enumeration be hyphenated (2-5)? ",149
16A RAGTIME Music newspaper and a news magazine (7), music (genre) / RAG (newspaper) + TIME (US news magazine) ,59
18A METHANE Gas meter almost broken by workman…almost (7)," gas / MET_E(R) (meter, almost) around (broken by) HAN(D) (workman, almost) ",76
21A ARTISTE Entertainer performing satire about Tory leader (7)," entertainer / anag, i.e. performing, of SATIRE, around T (leading letter of Tory) ",83
23A EXPAT Former postman living abroad (5), living abroad / Children’s story character Postman Pat could be an ‘ex-Pat’ when he retires! ,94
"24A ENCHILADA Spicy food – a nice dhal, perhaps (9)"," spicy (Mexican) food / anag, i.e perhaps, of A NICE DHAL ",58
26A GREENGAGE Fruit is good to hold once more (9), fruit / G (good) + RE-ENGAGE (hold once more) ,47
27A IRISH Personal assistant returns with husband from Dublin perhaps (5)," from Dublin, perhaps / IRIS (Siri, the iPhone ‘voice recognition software’, or personal assistant, returned) + H (husband) ",124
28A SORT Kind person (4), double defn. / a SORT can (informally) refer to a person; or a kind/type of something. ,88
29A PHOTOGENIC Attractive doctor got nice Vietnamese dish as a starter (10)," attractive / PHO (Vietnamese dish) + TOGENIC (anag, i.e. doctor, of GOT NICE) Down Clue No Solution Clue Definition (with occasional embellishments) / Logic/parsing ",166
1D INSTAGRAM Networking site where popular snappers primarily tag stuff (9)," networking site / IN (popular) + S (first, or primary, etter of Snappers) + TAG + RAM (stuff) ",95
2D VILLAGE Girl is upset when stationed in horrible little place (7)," little place / VIL_E (horrible) around LAG (girl, upset) ",58
3D GARTH Old courtyard protected by King Arthur (5)," old courtyard / hidden worn within, i.e. protected by, ‘kinG ARTHur’ ",70
4D LATITAT It takes a time to follow most of recent court summons (7)," court summons / LAT(E) (most of late, or recent) + IT + A + T (time) ",70
5D TWOCCER Joyrider wrote the fronts of classic cars off (7)," joyrider (someone who ‘twocs’, takes – cars – without consent) / anag, i.e. off, of WROTE + CC (the first letters, of fronts, of Classic Cars) ",144
7D MARTINI Drink obtained from a market in Italy (7), drink / MART (a market) + IN + I (Italy) ,42
8D SUEDE British band rocked on the radio (5)," British band (yet another popular beat combo, m’lud) / homophone, i.e. on the radio, of SWAYED, rocked. (I initially put SLADE – homophoneof ",142
9D EYESIGHT Cardinal has rather restricted vision (8), vision / E_IGHT (cardinal number) around (having) YES (rather) ,64
15D EXACTING Demanding old partner putting on a performance (8), demanding / EX (old partner) + ACTING (putting on a perfomance) ,65
17D EPEDAPHIC Eastern Portugal had epic bursts of weather (9)," of (the) weather / E (Eastern) + P (Portugal) + EDAPHIC (anag, i.e. bursts, of HAD EPIC) ",90
"19D TOP GEAR Place from which to get good speed and better drugs (3,4)"," Place from which to get good speed (in ‘top gear’ in a car or on a bike, is a ‘place?’ to get good speed) / TOP (better) + GEAR (drugs) ",137
20D EYEWASH Rubbish mince pie was hard (7), rubbish / EYE (Cockney rhyming slang – mince pie = eye) + WAS + H (hard) ,74
21D ANCIENT Last piece of pineapple in crushed tin can is well out-of-date (7)," well out of date / anag, i.e. crushed, of TIN CAN, around E (last letter of pineapplE) ",88
22D STATION Stop bringing up endless row about things that are of little value (7)," stop (e.g. on a train line) / (E)S_ION (noise, or row, endless and brought up) around TAT (things that are of little value) ",125
23D EDGES The limits of a rock guitarist? (5)," the limits (of) / EDGE (The Edge, U2 rock guitarist – yes, another beat combo…!) + S (possessive, from ‘of’, doing double duty, indicating belonging to him!) ",159
1 Kentish Town revolutionary occupying list (9), ROCHESTER CHE [the familiar crossword revolutionary] in ROSTER [list] ,71
"6 Currency trickled into Liverpool, perhaps? (5)"," FRANC RAN [trickled] in FC [Football Club, of which Liverpool is an example, hence the question mark] ",103
9 Land report (5), STATE Double definition ,25
10 Integrate ductile ore (9), ARGENTITE Anagram [ductile] of INTEGRATE ,42
11 This number endlessly drink (3)," TEA This [clue] number is 11, which in football and hockey is a team, so it’s TEA[m] endlessly ",96
"12 Elegant descent down onto joint (7,4)", SWALLOW DIVE SWALLOW [down – as to down a pint] + DIVE [joint] ,64
15 Increase in staff replacing us in a month (7), AUGMENT A similar device: MEN [staff] replacing ‘us’ in AUGusT [month] ,72
16 Doctor resigns as a way of introduction (7), INGRESS Anagram [doctor] of RESIGNS ,37
19 Gentle exercise courses involving a minimum of intensity (7), PILATES PLATES [courses] round I[ntensity] ,44
22 House of iron valued with windows (11), FENESTRATED FE NEST [house of iron] + RATED [valued] ,54
23 Sheepish female solver on the phone? (3), EWE Sounds like [on the phone] ‘you’ [solver] ,47
"24 Out of practice, one getting hammered? That’s whisky and Drambuie! (5,4)"," RUSTY NAIL RUSTY [out of practice] + NAIL [one getting hammered] I remembered this from blogging a Puck puzzle with a cocktail theme – it was a memorable, rather Pauline, clue: K-Y stain unfortunately left after game with hookers (5,4) 😉 ",239
"26 High time expanded, initially, ghost town population (2,3)"," NO ONE NOON [‘high’ time, as in the film] + E[xpanded] ",56
27 Cricket side ready for attack (5), ONSET ON [cricket side] + SET [ready] – a very old favourite ,62
"28 Always carrying brand on both sides of label, one putting on a coat (9)", ENAMELLER EER [poetic always] round NAME [brand] + L[abe]L Down ,65
1 German knight turns up for Italian dish (7), RISOTTO Reversal [turns up] of OTTO [German] SIR [knight] ,59
1 Name outstanding witch he painted (7), CHAGALL CALL [name] standing outside HAG [witch] ,50
"4 Dog kennels appreciative, volunteer starts work (7)", TRAVAIL TRAIL [dog] round [kennels] A[ppreciative] V[olunteer] ,64
5 Fancy things beginning to improve in the serving up of a drink (7), REGALIA I[mprove] in a reversal [serving up] of A LAGER [a drink] ,67
"6 Good time to have some, if unhappy? (3)", FUN Contained in iF UNhappy ,29
"7 Idiotic, a lapse in energy (7)", ASININE A SIN [a lapse] + IN E [in energy] ,44
"8 Fair setter claiming foul, finally (7)"," CLEMENT CEMENT [setter] round [fou]L – definition as in fair / clement weather, I suppose, although clement means mild and fair means not raining – but I did think it was rather neat that the opposite of fair in this sense is foul ",232
"13 Look to protect journalist supporting joker in workers’ movement (6,5)"," WAGGLE DANCE GLANCE [look] round [to protect] ED [journalist] after ‘supporting’, in a down clue, WAG [joker] ‘Workers’ in the clue refers to worker bees – I’d never heard of this wonderful and fascinating thing that they do– do google, if it’s new to you, too! ",263
"16 Ground on fire around bottom of garden, a flaming nightmare! (7)", INFERNO Anagram [ground] of ON FIRE round [garde]N ,52
"17 Book, for example, upset rival, not me! (7)", GENESIS Reversal [upset] of EG [for example] + NE[me]SIS [rival] minus me ,75
18 Top waves on one (7), SURFACE SURF [waves] + ACE [one] ,34
19 Bone in halibut’s tail spoiling Spanish dish (7)," PATELLA [halibu]T in [spoiling] PAELLA [Spanish dish] [Which,inevitably, calls to mindRufus’ classic clue: ‘two girls, one on each knee’, well worth recalling for newer solvers who may not have met it] ",203
20 Arbiter consumed by work in plant (7),-BEAR TREFOIL REF [arbiter] in TOIL [work] ,43
21 Happen to wear fleece as a furry female! (3-4)," SHE-BEAR BE [happen? – I’m sure there are probably better equations but, for now, I offer ‘whatever will be / happen…] in [to wear] SHEAR [fleece] ",148
"1 RAMSHACKLE In poor condition morning after run, explorer’s lost weight (10)", AM (morning) following R (run) then SHAKLEton (explorer) missing TON (weight) ,79
6 SHUT Closed second building (4), S (second) and HUT (building) ,31
"9 EYE-WITNESS Plastered wine set? Yes, I saw what happened (3-7)", anagram (plastered) of WINE SET YES ,37
10 TRIO Group turn it on regularly (4), regular selection from TuRn It On ,35
"12 FAITH HEALING Hale – if a thing works? This? (5,7)", anagram (works) of HALE IF A THING ,36
15 CLEOPATRA Queen at beginning criticises stars seen with glib artist (9)," Criticises (beginnig letter of) LEO (stars) and PAT (glib) RA (Royal Academician, artist) ",91
17 LICIT Allowed tenfold reduction in restriction at centre? (5), I can’t explain this. LIMIT (restriction) with M (one thousand) reduced tenfold to C (one hundred) – very nice! Thanks to muffyword for this. ,143
"18 UTTER Complete, say (5)", double definition ,19
19 NETENYAHU Politician using web – some expression of surprise at university (9), NET (web) ANY (some) AH (expression of surprise) and U (university) ,69
"20 DOMINO EFFECT Inevitable consequences – sad end? Come off it! (6,6)", anagram (sad) of END COME OFF IT ,34
"24 EATS Takes in achievements, scratching head (4)", fEATS (achievements) missing (sctratching) first letter (head) ,64
25 NICARAGUAN Central American seeing his leaders run again unexpectedly (10)," leading letters of Central American (his, the definition’s) then an anagram (unexpecttedly) of RUN AGAIN ",106
26 STEW Difficult situation political moderates recalled (4), WETS (political moderates) reversed (recalled) ,48
"27 SEASONALLY By sound of it, notices working partner at certain times only (10)", SEAS sound like “sees” (notices) ON (working) and ALLY (partner) Down ,71
"1 REEL Needing lift, look for dance (4)", LEER (look) reversed (needing lift) ,37
2 MIEN Appearance of middle of Amiens (4), middle letters of aMIENs ,26
"3 HEIR-APPARENT Attitude, as you say, supported by a quiet father perhaps – he should succeed (4-8)"," HEIR sounds like (as you say) “air” (attitude) followed by (supported by) A P (piano, quiet) and PARENT (father perhaps) ",122
"4 CAN IT In US stop complaining after notice is taken initially (3,2)", initial letters of Complaining After Notice Is Taken ,54
"5 LOSE HEART See group surrounding judge – become disillusioned (4,5)"," LO (see) SET (group) containing HEAR (judge, in court) ",56
"7 HERMIT CRAB Crustacean her guy’s served up – grumble follows (6,4)", HER then TIM (a guy) reversed (served up) and CRAB (grumble) ,62
