,clue,exp,is_anagram,is_homophone,is_double,is_cryptic,is_contain,is_reverse,is_alternate,is_init,is_delete,is_charade,is_&lit,is_hidden,is_spoonerism,is_palindrome
2276,Dances in show done up the pole , HOEDOWNS An anagram (‘up the pole’) of ‘show done’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4506,"Greek play, sly one, exposed layers of feminism "," *(SLY 1) STRATA. I’m not quite sure what “exposed” is doing, unless it’s the anagram indicator; if it’s not, then “play” is doing double duty. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
76491,Workers bound to be changing a dynamic , Anagram of CHANGING A ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
118611," Stage  right, Oscar to play guitar "," ROSTRUM - R O STRUM 2  Please understand  term gent now misused when feeding dog (4,3,2,5) DONT GET ME WRONG - anagram* of TERM GENT NOW in DOG 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
84189,"lover — married, unfortunately ", An anagram (‘unfortunately’) of ‘married’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
131569,Rule onfor bungling  old statesman  ," MELBOURNE - (RULE ON MBE*) [""for bungling""] Our Whig Prime Minister in the 1830s. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
27162,Cipher for decoding New Hampshire image , (NH (New Hampshire)IMAGE)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
11709,"Order great changes, going in a bad direction ", =”going in a bad direction”. (Order great)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79509,Order starter of Big Mac and Coke? Recrimination results , anagram of B (starter of Big) MAC COKE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
72520,Exactly the same dialect in broadcast , An anagram (‘broadcast’) of ‘dialect in’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13248,Country doctor? He's too liberal , Anagram of HES TOO L (liberal) – doctor is the anagrind. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51802,Pilot has crashed into medical centre , An anagram (crashed) of PILOT HAS ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90511,New master and merchant ,  (master and)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41969, Article with line about Greek meal prepared for powerful politician ," ANGELA MERKEL AN (article) L (line) round an anagram of GREEK MEAL – anagrind is ‘prepared’ 18  Fear short pun is flawed as evidence of linguistic ability (4,2,6) TURN OF PHRASE An anagram of FEAR SHORT PUN – anagrind is ‘flawed’ ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
109158,  Most stylish  female in office ,"   POSHEST  - SHE(female) in POST(office)   3   No sons of gloom will be excited by  this set of love poems  (4,2,7)   SONG OF SOLOMON  - anagram of NO,SONS,OF,GLOOM   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
11027,Rioting from troops resistant to the force of powerful elements , (FROM TROOPS)* anagram=rioting ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8077,Younger son acted strangely , CADET (acted)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
58107,He's rich so might provide prize ,"  Anagram (‘so’, succintly) of HES RICH. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
13652,Poet translates Lorna Doone's first letter ," ARNOLD -> ARNNEW (LORNA D)* Definition: “Poet”, referring to Matthew Arnold, I think ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
41683,"On TV, gales battered a port in Texas "," GALVESTON : Anagram of(… battered) ON TV, GALES. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
104266,  Rare show designed for  stage and screen entertainment  ,"   WAR HORSE  - (rare show)*. Both a  play  and a  film , both based on a 1982  children's novel  by Michael Morpurgo.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
100186,  Latest of restrictions in force  affected   trees  ,"   CONIFERS  - (S IN FORCE)*, the S from end of restrictionS.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
30164, I'm staging reconstruction to generate excessive growth ,  Anagram of (reconstruction) I’M STAGING GIGANTISM* GIGANTISM (excessive overgrowth)  ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78337,Tuner's dealt with discord , (Tuner’s)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
115549," Stage  right, Oscar to play guitar "," ROSTRUM - R O STRUM 2  Please understand  term gent now misused when feeding dog (4,3,2,5) DONT GET ME WRONG - anagram* of TERM GENT NOW in DOG 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
83959,"Moving girl, Steptoe and Son: they might move furniture? "," POLTERGEISTS : Anagram of(Moving) GIRL, STEPTOE plus(and) S(abbrev. for “son”). Defn: They of the paranormal kind creating mischief by moving furniture, throwing objects, etc. – only if you believe in them.  ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
129848,  T-toast's out for  those obsessed with their figures ! ,"   STATTOS  -anagram('out') of TTOASTS. Informal word for statistician, particularly someone interested in the statistics of sport.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
39645,Most of Brad Pitt's works offering possibilities for extra? ," most of the letters from (Brad Pitt’s)*, not including the d ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
9504,Arabs curiously native?born in Israel , (arabs)* = SABRA SHE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
92157,Cruel ban I ordered can't be put right , INCURABLE : Anagram of(… ordered) CRUEL BAN I. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6058,"Bids under, breaking free ",(BIDS UNDER)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42724,"Il est un misérable bain-marie, peut-être ", =a bain-marie is a hot water bath into which a pan can be placed for slow cooking (Il est un)* Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
32834,Antelope stew edible after preparation , WILDEBEEST – an anagram (after preparation) of STEW EDIBLE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
57269,Carpeted stable dam wrecked , LAMBASTED : Anagram of(… wrecked) STABLE DAM. Defn: Criticised severely. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51333,Arm mob with rifle after rioting ,(MOB RIFLE)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
50853,Naked with Red Rum — delighted! ,  as in de-lighted=>made less light=>made more dark.(Naked Red)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37944,Machinations of Belgian in Poirot ultimately impossible to grasp ," anagram (machinations) of BELGIAN IN and poiroT (ultimately, last letter of) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
78486,Disgruntled Israeli 1D , (Israeli)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5878,All the difference between life and death? ,(ALL THE)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23490,"Nonsense ofand Iran, prehistoric ", SAURIAN : Anagram of(Nonsense of) [ USA plus(and) IRAN ]. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
26294,Normal prices for stocks when re-ordering Super Lava , PAR VALUES – an anagram (when re-ordering) of SUPER LAVA ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60889,Be left wriggling it in her , (IT IN HER)* AInd: wriggling ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
103204,"  Dismal fen spattered  fine leg, perhaps  ","   FIELDSMAN  - DISMAL FEN (""dismal fen"") anagrammed (""spattered"") I'm more a snooker man than a cricket man, myself, but  this chart  of cricket positions isstupendous!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
124881," New  lad in Rome, a  city-dweller  "," MADRILEÑO : (LAD IN ROME*).   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
80843,Wrongly desecrated something very private , (DESECRATED)* [* = wrongly] ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51246,Cover up / skin ," HIDE – double def. 27 Mad Hatter, cast with difficulty (2,1,7) AT A STRETCH – an anagram (mad) of HATTER CAST Down ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
20981,Suspects play with conkers , RECKONS : Anagram of(play with) CONKERS. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24709,"Ms Breckinridge, perhaps a contrary Mary? ", *(Mary) As played by Raquel Welsh in the adaptation of Gore Vidal’s novel. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
89943,He wrote poems about revolting greed and oil , c (greed oil)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
63259,"Singer roughly covered by Elvis, or with Kinks ", VOCALISER CA [circa – roughly] in an anagram [with Kinks] of ELVIS OR ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
14541,"Late salutation that, gone wrong, poem included ", GOODE’EN ODE in (GONE*) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36211,Clean up extremely volatile isolated territory , anagram (up) of CLEAN then VolatilE (extremes of) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19868,Strange change in latter system keeping place warm , Anagram (strange) of CHANGE IN LATTER ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
22435,Doctor mainly supporting poor old-timers for a bit of brass? ," BONEs (doctor, maily=most letters of) following (supporting) OLD-TIMERS* anagram=poor ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
54244,God afflicted medic with common disease , PAN (god) then anagram (afflicted) of MEDIC ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
28027,How races are organised? Noone's interested ,   (HOW RACES)*    ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
84312,"Goliath, ear-bending a saint worshipper "," HAGIOLATER (GOLIATH EAR)* Definition: “saint worshipper” – we could guess this from “hagiography”, though I don’t think I’d come across “hagiolater” before ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
49547, One gives directions to a raving lunatic , NAVIGATOR An anagram of TO A RAVING – anagrind is ‘lunatic’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
31252,Ban this fermented drink ," An anagram (‘fermented’) of ‘ban this’. More commonly spelled absinthe – and it has been subjected to bans, now largely lifted. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
83563,Musician's skill rescued tarnished gig ,  (tarnished gig)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
127427,Mazdaist works  printed and published secretly  ," SAMIZDAT - (MAZDAIST*) [""works""] 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
57728,Attractive bar man? Get off! ," attractive bar / anag, i.e. off, of MAN GET ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
48890,"One to kill acrosses around 4am? Tiger, with no hesitation ", anagram (around) of FOUR AN and TIGer missing ER (hesitation) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
118539,Queen's only been unexpectedly captured by a knight ," ANNE BOLEYN  - (ONLY BEEN)* in A,N . King Henry VIII's second Dutch. Beginner's Guide: N is chess notation for the knight. The King pulled rank and claimed the K 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
25836,"Asian plane, I suspect ", (plane I)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
128733,  Shield  university kept in battered chest once ,"   ESCUTCHEON  - U in an anagram of CHEST ONCE, another easily biffable answer.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
130679, Hypothetical matter  reportedly somehow missing red ," PROTYLE: (reportedly – red)*; Crookes’ name for a hypothetical base substance from which all chemical elements were believed to have been made 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
69411,"get spoilt after massage, revealing part of body ", An anagram (‘after massage’) of ‘I get spoilt’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
93903,Disturbed teenager stealing silver dish ,(TEENAGER – AG (silver))* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4255,Arthur feels Lancelot initially refined oil cleaner ," *(ARTHUR FEELS Lancelot)an earthy hydrous aluminium silicate, used to absorb grease and as a filter ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
114962,"Close to fibula, peasant hurt  foot  "," ANAPAEST: (fibul)A-(peasant )*; 2 short syllables followed by 1 long one; 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
119744," New  lad in Rome, a  city-dweller  "," MADRILEÑO : (LAD IN ROME*).   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
15811,Unintentionally reveal something? Spell it out! , An anagram (‘out’) of ‘spell it’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
28209,Boy's role played sedately, (boysrole)* = SOBERLY L ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
112562,  Beer scam drunk  takes to heart  ,"   EMBRACES  — (Beer scam)*   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
87512,Item in broadcast recital , ARTICLE : Anagram of(broadcast) RECITAL. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
96416,Tastelessly ornate bric-a-brac mostly gets recycled ,  (Bric a brac)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42854,"Taking advantage, poison, unfortunately ", (trump poison)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61280,Soldiers participating in new and free opportunities to vote , RE in (AND FREE)*. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
44503,"Moss perhaps old, presume going to seed? ", =referring to Kate Moss (old presume)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
68919,Anger during stormy scene ," in (scene)* 7 RING A BELL Murder victim meets his end coming after cartel – jog your memory? (4,1,4) ring Abel {Abe}l ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
64124,The ore's destroyed – for this? ," / anag, i.e. destroyed, of THE ORE ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
791,Instrument integral to work ,   (INTEGRAL)*    ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
47194,Extent of terra ignota , R (terra)* = RATE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
74124,Wit of an animated priest , Anagram of (animated) PRIEST ESPRIT (wit) anagram ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8092,Continue capturing lives in sculpted busts , SUBSIST is in (busts)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
105135,"  Having no one in control , slide errs badly ","   RIDERLESS  -anagram('badly') of SLIDE ERRS   Down   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
51193,"The idle mucked about, oblivious to the Bard ", *(THE IDLE). ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
47381,Is outside agitating and rabble- rousing ,  Anagram (‘agitating’) of IS OUTSIDE. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
89224,Nastily deride a girl's name ,  Anagram (‘nastily’) of DERIDE. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
106163,  Mulch possibly  decayed in hours ,"   NOURISH  - (in hours)*.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
125222," Stage  right, Oscar to play guitar "," ROSTRUM - R O STRUM 2  Please understand  term gent now misused when feeding dog (4,3,2,5) DONT GET ME WRONG - anagram* of TERM GENT NOW in DOG 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
130503,"Hop it with box on fire close to Iowa, showing  fear of dangerous stuff  "," TOXIPHOBIA: (hop it box)*-IA; Iowa=IA;  
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
124177, Panicking disastrously  as a grenade  exploded  ," GADARENE : (A GRENADE*). I didn’t know “Gadarene” as an adjective, but the meaning is obvious enough.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
84503,Yet pairs splitting up may lead to acrimony , ASPERITY : Anagram of(… splitting up) YET PAIRS. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
65699,Hold new drum , DHOL  HOLD (anag: new) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42085,Cause anger by damaging a green , (a green)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78008,"Staggering home, overwhelmed by gusto, and stumbling "," An envelope (‘overwhelmed by’) of IN (‘home’) in ASTOUNDG, an anagram (‘stumbling’) of ‘gusto and’. Excellent surface. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
102307,  Plonker  put my rubbish next to Nag's Head ,"   NUMPTY  - anagram('rubbish') of PUT MY next to N (nag's head)   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
69893,new boss upset surgeon ,(A NEW BOSS)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
107075,  T-toast's out for  those obsessed with their figures ! ,"   STATTOS  -anagram('out') of TTOASTS. Informal word for statistician, particularly someone interested in the statistics of sport.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
39720,"Hellenic son, tad weak here? ", Anagram (weak) of HELLENIC SON TAD ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
121244,  Plonker  put my rubbish next to Nag's Head ,"   NUMPTY  - anagram('rubbish') of PUT MY next to N (nag's head)   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
11952,Pudding recipe leaving apricot out? Ace! ," APrICOT* (anagram=out) with R (recipe) leaving, then A (ace) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
20120,Prom pier production is offensive , IMPROPER : Anagram of(… production) PROM PIER. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
75605,Old tribe's gala inn arranged , ANGLIAN – an anagram (arranged) of GALA INN ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
53919,"Blame I dismissed, having taken vehicle in historic African site "," bus in (blame I)* 5 TILT AT WINDMILLS Fight pointless battles, having inclination to take on flour suppliers? (4,2,9) tilt at [= on] windmills [= flour suppliers] — but this could be wrong — I’m not at all sure that a flour supplier is a windmill rather than just a mill, and also I’m not comfortable with at = on ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
8088,Lacking ardour? Exercise consoles , COOLNESS (consoles)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2160,It has a laxative effect in repeat runs , APERIENT An anagram (‘runs’) of ‘in repeat’. Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
84910,"Revised, therefore not the same ", (REVISED)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24652,DD: Across Rogue can't hope for monument , Anagram of CAN’T HOPE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
92999,Refuses to acknowledge regions needing redevelopment , Anagram of REGIONS ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23518,Sharp and painful cryptic clue in rag , NEURALGIC – anagram of CLUE IN RAG ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1265,Resolve “Allardyce Sacked” headline? ,  The first of two clues referring to London Premiership football clubs (and requiring the solver to know or be able to discover who Mr Allardyce is). Sam Allardyce is currently the manager of West Ham (“the Hammers”). ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3078,"Helium or argon, which could be angriest? "," INERT GAS : Anagram of(could be) ANGRIEST. Answer: Two of which are helium and argon, non-reactive chemically. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
44337,"Pushy, but is over getting upset ", (but is over)* 29/,True,False,False,False,False,False,False,False,False,False,False,False,False,False
73431,"Cold cream I replaced in china bowl, say ", Anagram of (replaced) C (cold) and CREAM I CERAMIC (a china bowl is an example of a ceramic) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
91010,Her co-star excited a lot of players , (Her co-star)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60888,"For instance, Trump‘s work is involved with er, yen for destabilisation ", (WORK ER YEN)* AInd: destabilisation ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19371,Centrally paralysing criminal's money overseas , anagram (criminal) of paRYLISIng (centre of) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
106307,  Prelate reorganised  cloth folder  ,"   PLEATER  - i.e. someone who folds cloth.anagram('reorganised') of PRELATE   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
76130, Perfect shot I hit with welly , LILY-WHITE An anagram of I HIT and WELLY – anagrind is ‘shot’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
122577,"It's fishy, shaky and wobbly "," HISSY FIT  - (ITS FISHY)* 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
563,Earl created king ,   (EARL)*    ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
106986, Digitally depict  female earning tip  modelling  ," FINGER-PAINT : F (female), (EARNING TIP*).   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
132401,Rule onfor bungling  old statesman  ," MELBOURNE - (RULE ON MBE*) [""for bungling""] Our Whig Prime Minister in the 1830s. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
126467, Each tune's special for  someone like Piaf   ," CHANTEUSE  - (EACH TUNE*). Edith Piaf is a French chanteuse  qui ne regrettait rien . 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
22064,Artificial covering formed from granite? , INTEGRA – an anagram (formed from) of GRANITE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79850,Calm influence at last prevented me freaking out , ({influenc}e prevented me)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
95401, Surreptitiously tape most of film in old cinema , FLEAPIT An anagram of TAPE and FILm (‘most of’) – anagrind is ‘surreptitiously’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
30207, Albert's gold rococo ornament , Albert’s rococo ornament (6) GOLD L Anagram of (rococo) ALBERT LABRET* LABRET (lip ornament) ABRET   ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
94064,Jockey feels silly in an apathetic way , anagram of FEELS SILLY ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
86464,"Football team of 4, and 27 saw the millions being mishandled ", anagram (mishandled) of SAW THE and M (millions) – players in former West Ham sides ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
31277,hero's washed up on the beach , (A HERO’S)* AInd: washed up ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
130347, Antagonistic  policeman bit criminal ," INCOMPATIBLE - (POLICEMAN BIT*) [""criminal""] 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
62197,Orient's collapse is to come , An anagram (‘collapse’) of ‘orients’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38574, We'd disagree it sends energy-sapped side crazy , DISSIDENTS An anagram of IT SENDS SIDe with the ‘e’ (energy) omitted or ‘sapped’ – anagrind is ‘crazy’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
55873,Number of connected rooms in silhouette? , (silhouette)* — ‘in’ a rather unusual anagram indicator ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13428,Aims extractable from Eliot's letters , TELOI (Eliot)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
49213,Cairo-born criminal ringing commercial dating agency ,AD in (CAIRO BORN)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
86839,Simpleton is disorderly or amusing , (or amusing)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
98598,  Most stylish  female in office ,"   POSHEST  - SHE(female) in POST(office)   3   No sons of gloom will be excited by  this set of love poems  (4,2,7)   SONG OF SOLOMON  - anagram of NO,SONS,OF,GLOOM   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
96091,"Upset due to threats, but resolute ", (DUE TO THREATS)* [* = upset] Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
33525,"As ruse might do, to be certain? ", MAKE SURE An anagram of RUSE could MAKE SURE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
33231,Eliminate waste in a true reorganisation ,  An anagram of IN A TRUE – anagrind is ‘organisation’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13334,Mentor is so unconventional as educator ," MONTESSORI : Anagram of(… unconventional) MENTOR IS SO. Answer: Maria, Italian educator who evolved a method, named after her, of teaching children. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
111508,  Shelved stand  that now is fashionable ,"   WHATNOT  - THAT NOW (""that now"") anagrammed (""is fashionable"") The anagram indicator is a bit of a stretch for me... I could get on board with 'fashioned', but 'fashionable'?   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
57137,New tails jaunty editor wore as experiment , (editor)* n — tails an indication that it comes after ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
93023,Mud? It's a winding track … , (Mud It’s a)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
54286,"Keels over, having striven in conflict ", INVERTS Anagram [in conflict] of STRIVEN ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
98079," New  lad in Rome, a  city-dweller  "," MADRILEÑO : (LAD IN ROME*).   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
35836,"Lay down tulips, frantically worried ", anagram (frantically) of TULIPS then ATE (worried) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51796,Composer‘s arrangement for butchers , An anagram (arrangement) of BUTCHERS ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
34689,One fond of the girls puts damsel in a turmoil , LADIES’ MAN Anagram [in a turmoil] of DAMSEL IN A ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
84915,Liberal system of writing , (LIBERAL)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
34772,Bill's piece of luck further along the shore ," / double defn. UPCOAST means further along the shore; UPC(O)AST is a Shakespearean term for a stroke of luck 41 N GO UP TO TOWN Torn gown put on to visit London (10, four words) / anag, i.e. torn, of GOWN PUT O(N) TO ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
118095,  Most stylish  female in office ,"   POSHEST  - SHE(female) in POST(office)   3   No sons of gloom will be excited by  this set of love poems  (4,2,7)   SONG OF SOLOMON  - anagram of NO,SONS,OF,GLOOM   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
113792,  In  a hole if ban's set in motion ,"   FASHIONABLE  - *(A HOLE IF BANS) with ""set in motion"" as the anagrind    
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
32724, Outgoing partygoer taken in by wayward text , EXTRAVERT RAVER (partygoer) ‘taken in by’ an anagram of TEXT – anagrind is ‘wayward’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
115561,  Mulch possibly  decayed in hours ,"   NOURISH  - (in hours)*.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
85182,Passion may be such a complex danger , (danger)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
80069,"Wild tiger and man, one on the across ",(TIGER MAN)* Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
44180,Cope with freak distribution? That gives nothing away! ,(COPE FREAK)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41496,"In Asia, drug distributed after I left by those in charge "," those in charge / anag, i.e. distributed, of IN AS(I)A DRUG, with I leaving) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
983,"Le Carré novel, more readable ", CLEARER (LE CARRE)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
28213,"Understand, incorrectly, navy's lost and driven on shore", (Understand – n (navy))* = STRANDED D ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
63129,"Germ in toilet, pal scrubs away ",  (toilet pal scrubs)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
45788,"Appetizers follow on for all to see in US meal, varied ", (U SEGUE) in *(US MEAL). ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
108342,  Prelate reorganised  cloth folder  ,"   PLEATER  - i.e. someone who folds cloth.anagram('reorganised') of PRELATE   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
104075,  Plonker  put my rubbish next to Nag's Head ,"   NUMPTY  - anagram('rubbish') of PUT MY next to N (nag's head)   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
103215,  Shelved stand  that now is fashionable ,"   WHATNOT  - THAT NOW (""that now"") anagrammed (""is fashionable"") The anagram indicator is a bit of a stretch for me... I could get on board with 'fashioned', but 'fashionable'?   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
63090,What storyteller offers following devious sophi in accommodation once , TALE (“what storyteller offers”) following *(sophi)=HOSPI-TALE (entered at 4dn) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
